ID,Gene,gene-onnection,Status,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
1698,ROR1,ROR1,N/a,rs1766362-<b>?</b>,6 x 10-9,,'-,'-,'-,'-,"PGM1, ROR1",Cortical surface area (MOSTest),"cortical surface area measurement, neuroimaging measurement",GCST010701,1:63750880,Nervous System
1700,ROR1,ROR1,N/a,rs4915928-<b>A</b>,2 x 10-9,(Superior Frontal),0.1455,'-,32.851543 unit increase,[22.15-43.56],ROR1,Cortical surface area,cortical surface area measurement,GCST010282,1:63770056,Nervous System
1818,ROR1,ROR1,N/a,rs2819184-<b>?</b>,1 x 10-8,,'-,'-,'-,'-,"ROR1, PGM1",Brain morphology (MOSTest),"brain measurement, neuroimaging measurement",GCST010703,1:63746954,Nervous System
912,RPS3AP5,RPS3AP5,N/a,rs7668760-<b>?</b> x rs2505782-<b>?</b>,2 x 10-13,,NR,'-,'-,'-,No mapped genes x RPS3AP5 - N/A,Neurofibrillary tangles (SNP x SNP interaction),neurofibrillary tangles measurement,GCST010343,10:84632635,Nervous System
964,SLC16A1,SLC16A1,N/a,rs147836155-<b>T</b>,2 x 10-6,,0.0129,'-,0.1346 unit increase,NR,SLC16A1-AS1,Proportion of activated microglia (inferior temporal cortex),microglial activation measurement,GCST010916,1:112958985,Nervous System
966,SLC16A1,SLC16A1-AS1,N/a,rs147836155-<b>T</b>,2 x 10-6,,0.0129,'-,0.1346 unit increase,NR,SLC16A1-AS1,Proportion of activated microglia (inferior temporal cortex),microglial activation measurement,GCST010916,1:112958985,Nervous System
4,SSBP4,SSBP4,N/a,rs11673604-<b>?</b>,4 x 10-9,(Anterior corona radiata),'-,'-,'-,'-,SSBP4,White matter microstructure (fractional anisotropy),white matter microstructure measurement,GCST009539,19:18430178,Nervous System
836,TNNI3K,TNNI3K,N/a,rs17057830-<b>?</b> x rs485414-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,"No mapped genes x FPGT-TNNI3K, TNNI3K",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,1:74283758,Nervous System
837,TNNI3K,FPGT-TNNI3K,N/a,rs17057830-<b>?</b> x rs485414-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,"No mapped genes x FPGT-TNNI3K, TNNI3K",Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,1:74283758,Nervous System
410,TUBB4BP4,TUBB4BP4,N/a,rs10501765-<b>?</b>,8 x 10-6,,'-,'-,'-,'-,"TUBB4BP4, LINC02756",Amyotrophic lateral sclerosis (sporadic),Amyotrophic lateral sclerosis (sporadic),GCST002337,11:91924110,Nervous System
835,TUBB4BP4,TUBB4BP4,N/a,rs3013177-<b>?</b> x rs7931977-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,No mapped genes x TUBB4BP4 - N/A,Total PHF-tau (SNP x SNP interaction),PHF-tau measurement,GCST010340,11:91976870,Nervous System
616,CCDC201,CCDC201,N/a,rs6956740-<b>?</b>,5 x 10-7,(ACPA-negative RA vs controls),NR,3.49,'-,[2.08-5.85],CCDC201,Rheumatoid arthritis,rheumatoid arthritis,GCST000917,7:45864208,Orthopaedic
2202,CD8B2,CD8B2,N/a,rs1117160-<b>?</b>,2 x 10-6,,NR,'-,'-,'-,"CD8B2, EEF1A1P12",Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,2:106602375,Orthopaedic
1512,CDKN2AIP,CDKN2AIP,N/a,rs17074636-<b>T</b>,7 x 10-7,,0.9862,'-,0.7091 unit decrease,[0.43-0.99],"CDKN2AIP, CLDN24",Gout,gout,GCST001790,4:183356978,Orthopaedic
587,CHL1,CHL1,N/a,rs10510181-<b>A</b>,8 x 10-7,(EA),0.33,1.37,'-,[1.20-1.58],CHL1-AS2,Adolescent idiopathic scoliosis,scoliosis,GCST000938,3:149364,Orthopaedic
588,CHL1,CHL1-AS2,N/a,rs10510181-<b>A</b>,8 x 10-7,(EA),0.33,1.37,'-,[1.20-1.58],CHL1-AS2,Adolescent idiopathic scoliosis,scoliosis,GCST000938,3:149364,Orthopaedic
2196,CHL1,CHL1,N/a,rs11129708-<b>?</b>,5 x 10-37,,NR,'-,'-,'-,"CHL1, CHL1-AS1",Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,3:381216,Orthopaedic
2197,CHL1,CHL1-AS1,N/a,rs11129708-<b>?</b>,5 x 10-37,,NR,'-,'-,'-,"CHL1, CHL1-AS1",Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,3:381216,Orthopaedic
600,FCGR2A,FCGR2A,N/a,rs10494360-<b>A</b>,3 x 10-7,,0.13,1.14,'-,[1.08-1.20],FCGR2A,Rheumatoid arthritis (ACPA-positive),rheumatoid arthritis,GCST006048,1:161505960,Orthopaedic
602,FCGR2A,FCGR2A,N/a,rs72717009-<b>T</b>,2 x 10-6,,NR,'-,0.119221 unit increase,[0.071-0.168],"RNU6-481P, FCGR2A",Rheumatoid arthritis,rheumatoid arthritis,GCST006959,1:161435263,Orthopaedic
604,FCGR2A,FCGR2A,N/a,rs72717009-<b>T</b>,1 x 10-6,(EA),0.12,'-,0.12237 unit increase,[0.073-0.172],"RNU6-481P, FCGR2A",Rheumatoid arthritis,rheumatoid arthritis,GCST006959,1:161435263,Orthopaedic
606,FCGR2A,FCGR2A,N/a,rs72717009-<b>T</b>,5 x 10-7,(EA),0.12,1.12,'-,[1.07-1.18],"RNU6-481P, FCGR2A",Rheumatoid arthritis,rheumatoid arthritis,GCST002318,1:161435263,Orthopaedic
608,FCGR2A,FCGR2A,N/a,rs72717009-<b>T</b>,1 x 10-7,,0.1,1.13,'-,[1.08-1.18],"RNU6-481P, FCGR2A",Rheumatoid arthritis,rheumatoid arthritis,GCST002318,1:161435263,Orthopaedic
2126,FCGR2A,FCGR2A,N/a,rs10800314-<b>?</b>,1 x 10-32,(subset analysis),NR,'-,'-,'-,FCGR2A,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",GCST005537,1:161502999,Orthopaedic
2130,FCGR2A,FCGR2A,N/a,rs61802846-<b>?</b>,1 x 10-9,(subset analysis),NR,'-,'-,'-,FCGR2A,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",GCST005537,1:161504083,Orthopaedic
2135,FCGR2A,FCGR2A,N/a,rs1801274-<b>T</b>,1 x 10-9,,0.476,1.11,'-,'-,FCGR2A,Ankylosing spondylitis,ankylosing spondylitis,GCST005529,1:161509955,Orthopaedic
2136,FCGR2A,FCGR2A,N/a,rs1801274-<b>T</b>,1 x 10-9,(EA),0.476,1.12,'-,'-,FCGR2A,Ankylosing spondylitis,ankylosing spondylitis,GCST005529,1:161509955,Orthopaedic
2137,HS3ST1,HS3ST1,N/a,rs10000518-<b>G</b>,6 x 10-6,,NR,2.0833335,'-,[2.08-2.08],HS3ST1,Ankylosing spondylitis,ankylosing spondylitis,GCST007844,4:11502867,Orthopaedic
2203,KC6,KC6,N/a,rs16975080-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,KC6,Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,18:41619033,Orthopaedic
1488,LINC00578,LINC00578,N/a,rs9850315-<b>C</b>,3 x 10-7,,0.02,2.43,'-,[1.73-3.41],LINC00578,Hallux valgus,Hallux valgus,GCST009849,3:177430803,Orthopaedic
2200,MGST1,MGST1,N/a,rs4149202-<b>?</b>,3 x 10-19,,NR,'-,'-,'-,MGST1,Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,12:16361675,Orthopaedic
2201,MGST1,MGST1,N/a,rs7138976-<b>?</b>,9 x 10-8,,NR,'-,'-,'-,"SLC15A5, MGST1",Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,12:16317801,Orthopaedic
1486,MYO1B,MYO1B,N/a,rs139705512-<b>A</b>,5 x 10-7,,0.02,3.05,'-,[1.97-4.70],MYO1B,Hallux valgus,Hallux valgus,GCST009849,2:191296244,Orthopaedic
1487,MYO1B,MYO1B,N/a,rs145025296-<b>C</b>,2 x 10-6,,0.02,3.333333,'-,[2.04-5.56],MYO1B,Hallux valgus,Hallux valgus,GCST009849,2:191427982,Orthopaedic
2198,MYO1B,MYO1B,N/a,rs1947457-<b>?</b>,1 x 10-37,,NR,'-,'-,'-,MYO1B,Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,2:191298970,Orthopaedic
2199,MYO1B,MYO1B,N/a,rs10432510-<b>?</b>,3 x 10-13,,NR,'-,'-,'-,MYO1B,Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,2:191522137,Orthopaedic
614,NONOP2,NONOP2,N/a,rs13017599-<b>A</b>,2 x 10-12,,0.34,1.21,'-,[1.15-1.28],NONOP2,Rheumatoid arthritis,rheumatoid arthritis,GCST000420,2:60937196,Orthopaedic
726,NONOP2,NONOP2,N/a,rs13017599-<b>G</b>,6 x 10-7,,NR,1.193,'-,NR,NONOP2,Psoriatic arthritis,psoriatic arthritis,GCST003270,2:60937196,Orthopaedic
728,NONOP2,NONOP2,N/a,rs13017599-<b>?</b>,1 x 10-8,,NR,1.27,'-,[1.18-1.35],NONOP2,Psoriatic arthritis,psoriatic arthritis,GCST001355,2:60937196,Orthopaedic
51,PPM1K,PPM1K,N/a,rs13120254-<b>A</b>,9 x 10-15,,0.5953,'-,0.138 unit increase,[0.1-0.17],"PPM1K, ABCG2",Serum uric acid levels,uric acid measurement,GCST010512,4:88239409,Orthopaedic
1272,SMURF2,SMURF2,N/a,rs6504249-<b>?</b>,9 x 10-9,,NR,'-,0.072 unit decrease,[0.097-0.048],"MICOS10P2, SMURF2",Joint mobility (Beighton score),joint hypermobility measurement,GCST003998,17:64680031,Orthopaedic
2138,TF,TF,N/a,rs2718798-<b>A</b>,7 x 10-6,,NR,1.1787,'-,'-,TF,Ankle injury,ankle injury,GCST004952,3:133773244,Orthopaedic
610,TNIP1,TNIP1,N/a,rs6579837-<b>A</b>,2 x 10-6,,NR,1.2062,'-,'-,TNIP1,Rheumatoid arthritis (ACPA-positive),rheumatoid arthritis,GCST005568,5:151055333,Orthopaedic
612,TNIP1,TNIP1,N/a,rs1422673-<b>T</b>,2 x 10-6,,0.198,1.0997517,'-,'-,TNIP1,Rheumatoid arthritis,rheumatoid arthritis,GCST009877,5:151059427,Orthopaedic
724,TNIP1,TNIP1,N/a,rs74817271-<b>?</b>,2 x 10-8,,NR,'-,5.64 z-score increase,[NR],TNIP1,Psoriatic arthritis,psoriatic arthritis,GCST007043,5:151090412,Orthopaedic
2134,TNIP1,TNIP1,N/a,rs74817271-<b>?</b>,2 x 10-26,(subset analysis),NR,'-,'-,'-,TNIP1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",GCST005537,5:151090412,Orthopaedic
2139,TNIP1,TNIP1,N/a,rs10463311-<b>?</b>,4 x 10-8,(EA),0.2479,1.0869565,'-,[1.05-1.12],TNIP1,Amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,GCST005647,5:151031274,Orthopaedic
640,ARHGAP24,ARHGAP24,N/a,rs16995986-<b>G</b>,1 x 10-6,,0.001,34.08,'-,[3.52-329.69],ARHGAP24,Diisocyanate-induced asthma,"response to diisocyanate, asthma",GCST002875,4:85772164,Respiratory
2079,C11orf71,C11orf71,N/a,rs4938096-<b>T</b>,1 x 10-6,(African),0.21,1.3,'-,[1.17‐1.44],"NNMT, C11orf71",Asthma,asthma,GCST005212,11:114365008,Respiratory
2081,C11orf71,C11orf71,N/a,rs11214966-<b>?</b>,6 x 10-7,,NR,'-,'-,'-,"C11orf71, NNMT",Asthma,asthma,GCST001182,11:114360533,Respiratory
1524,CHRNA1,CHRNA1,N/a,rs187076367-<b>A</b>,1 x 10-6,(AA),0.999,'-,1.863 unit increase,NR,CHRNA1,Post bronchodilator FEV1,"forced expiratory volume, response to bronchodilator",GCST003262,2:174772186,Respiratory
1577,DCAF6,DCAF6,N/a,rs11803859-<b>G</b>,7 x 10-6,(EA),0.927,'-,0.178 unit increase,[0.1-0.256],DCAF6,Emphysema annual change measurement in smokers (percent low attenuation area),"emphysema imaging measurement, smoking status measurement",GCST008476,1:168059436,Respiratory
1652,DNM3,DNM3,N/a,rs113989831-<b>G</b>,7 x 10-6,(African American),0.08,'-,0.31 unit increase,0.18-0.45,"EEF1AKNMT, DNM3",Diffusing capacity of carbon monoxide,diffusing capacity of the lung for carbon monoxide,GCST007637,1:171814725,Respiratory
1530,FCGR2A,FCGR2A,N/a,rs9427401-<b>?</b>,7 x 10-10,,NR,'-,'-,'-,FCGR2A,Lung function (FEV1/FVC),FEV/FEC ratio,GCST007080,1:161522385,Respiratory
650,FGF12,FGF12,N/a,rs189326995-<b>C</b>,8 x 10-7,(AA),0.999,'-,0.443 unit increase,'-,FGF12,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,3:192657709,Respiratory
652,FGF12,FGF12,N/a,rs149667740-<b>G</b>,2 x 10-6,(AA),0.999,'-,0.362 unit increase,'-,FGF12,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,3:192299812,Respiratory
654,FGF12,FGF12,N/a,rs138641425-<b>A</b>,2 x 10-6,(AA),0.999,'-,0.389 unit increase,'-,"FGF12-AS1, FGF12",Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,3:192261578,Respiratory
656,FGF12,FGF12-AS1,N/a,rs138641425-<b>A</b>,2 x 10-6,(AA),0.999,'-,0.389 unit increase,'-,"FGF12-AS1, FGF12",Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,3:192261578,Respiratory
407,H2AC6,H2AC6,N/a,rs36109883-<b>A</b>,6 x 10-12,,0.068507564,1.2887794,'-,[1.198871275-1.385430147],H2AC6,Squamous cell lung carcinoma,squamous cell lung carcinoma,GCST004750,6:26132842,Respiratory
421,H2AC6,H2AC6,N/a,rs36109883-<b>A</b>,2 x 10-7,,0.067018189,1.1676731,'-,[1.102051078-1.237202699],H2AC6,Lung cancer in ever smokers,"smoking status measurement, lung carcinoma",GCST004749,6:26132842,Respiratory
2075,HIF1A-AS1,HIF1A-AS1,N/a,rs2253681-<b>A</b>,6 x 10-9,,0.16,1.55,'-,[1.34-1.79],"HIF1A-AS1, LINC01303",Severe exacerbations in childhood asthma,"asthma exacerbation measurement, asthma",GCST011737,14:61613308,Respiratory
648,KC6,KC6,N/a,rs184167040-<b>A</b>,1 x 10-6,(AA),1,'-,0.544 unit increase,'-,KC6,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,18:41458077,Respiratory
409,KDM4A-AS1,KDM4A-AS1,N/a,rs113688544-<b>C</b>,4 x 10-6,,0.747240408,1.1049403,'-,[1.06-1.15],"KDM4A, KDM4A-AS1",Squamous cell lung carcinoma,squamous cell lung carcinoma,GCST004750,1:43686240,Respiratory
405,KHSRPP1,KHSRPP1,N/a,rs12686364-<b>G</b>,6 x 10-9,,0.004,8.49,'-,[4.12-17.49],"KHSRPP1, H3P30",Familial squamous cell lung carcinoma,"squamous cell lung carcinoma, family history of lung cancer",GCST006088,9:21670088,Respiratory
31,LINC00382,LINC00382,N/a,rs4885681-<b>T</b>,1 x 10-11,,0.7248,'-,0.018 unit increase,[0.013-0.023],LINC00382,Lung function (FVC),vital capacity,GCST007429,13:79893100,Respiratory
32,LINC00382,LINC00382,N/a,rs4885681-<b>?</b>,9 x 10-13,,NR,'-,'-,'-,LINC00382,Lung function (FVC),vital capacity,GCST007081,13:79893100,Respiratory
845,LINC00382,LINC00382,N/a,rs4885681-<b>T</b>,2 x 10-9,,0.7248,'-,0.0171 unit increase,[0.012-0.023],LINC00382,Peak expiratory flow,peak expiratory flow,GCST007430,13:79893100,Respiratory
1526,LINC00382,LINC00382,N/a,rs4885681-<b>T</b>,2 x 10-12,,0.7248,'-,0.0186 unit increase,[0.014-0.024],LINC00382,FEV1,forced expiratory volume,GCST007432,13:79893100,Respiratory
641,MGST1,MGST1,N/a,rs74377925-<b>G</b>,2 x 10-6,,0.013,5.34,'-,[2.48-11.51],MGST1,Diisocyanate-induced asthma,"response to diisocyanate, asthma",GCST002875,12:16546316,Respiratory
35,NDST1,NDST1,N/a,rs2545339-<b>?</b>,9 x 10-8,,NR,'-,'-,'-,NDST1,Lung function (FVC),vital capacity,GCST007081,5:150531657,Respiratory
1533,PHF2,PHF2,N/a,rs10156602-<b>?</b>,4 x 10-10,,NR,'-,'-,'-,PHF2,Lung function (FEV1/FVC),FEV/FEC ratio,GCST007080,9:93583046,Respiratory
36,PMAIP1,PMAIP1,N/a,rs75282864-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"PMAIP1, GLUD1P4",Lung function (FVC),vital capacity,GCST007081,18:59812237,Respiratory
423,RNU5E-5P,RNU5E-5P,N/a,rs7979031-<b>C</b>,7 x 10-6,,0.455423445,1.205228,'-,[1.110720693-1.307776555],"RNA5SP367, RNU5E-5P",Lung cancer in never smokers,"smoking status measurement, lung carcinoma",GCST004747,12:101467714,Respiratory
658,ROR1,ROR1,N/a,rs192166173-<b>A</b>,4 x 10-6,(AA),0.999,'-,0.342 unit increase,'-,"ROR1, PGM1",Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,1:63696337,Respiratory
2077,S100A11,S100A11,N/a,rs115045402-<b>A</b>,2 x 10-20,,NR,1.249,'-,[1.2-1.3],"SPTLC1P4, S100A11",Asthma,asthma,GCST007798,1:152057072,Respiratory
2159,S100A11,S100A11,N/a,rs115288876-<b>?</b>,2 x 10-8,,NR,1.15,'-,[1.09-1.21],"NBPF18P, S100A11","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,1:152027641,Respiratory
33,SMURF2,SMURF2,N/a,rs11653958-<b>A</b>,3 x 10-10,,0.7425,'-,0.0171 unit decrease,[0.012-0.022],"SMURF2, MICOS10P2",Lung function (FVC),vital capacity,GCST007429,17:64690612,Respiratory
34,SMURF2,SMURF2,N/a,rs11656678-<b>?</b>,4 x 10-16,,NR,'-,'-,'-,"SMURF2, MICOS10P2",Lung function (FVC),vital capacity,GCST007081,17:64685387,Respiratory
1531,SMURF2,SMURF2,N/a,rs11653958-<b>A</b>,9 x 10-13,,0.7425,'-,0.0197 unit increase,[0.014-0.025],"SMURF2, MICOS10P2",Lung function (FEV1/FVC),FEV/FEC ratio,GCST007431,17:64690612,Respiratory
1532,SMURF2,SMURF2,N/a,rs9900062-<b>?</b>,4 x 10-17,,NR,'-,'-,'-,"SMURF2, MICOS10P2",Lung function (FEV1/FVC),FEV/FEC ratio,GCST007080,17:64743456,Respiratory
2024,DTD1,DTD1,N/a,rs6136459-<b>T</b>,5 x 10-7,,0.5997,'-,0.0052 unit increase,[0.0032-0.0072],DTD1,Bitter alcoholic beverage consumption,bitter alcoholic beverage consumption measurement,GCST008522,20:18664994,Sensory System
1320,IL20RB,IL20RB,N/a,rs12489946-<b>A</b>,6 x 10-6,(EA),0.1506,'-,'-,'-,IL20RB,Initial pursuit acceleration,initial pursuit acceleration,GCST005023,3:137044095,Sensory System
668,KC6,KC6,N/a,rs10221329-<b>C</b>,6 x 10-9,,'-,'-,0.1 unit increase,[0.061-0.139],KC6,Spherical equivalent,refractive error measurement,GCST010378,18:41623429,Sensory System
2256,KC6,KC6,N/a,rs10163854-<b>?</b>,6 x 10-12,,'-,'-,'-,'-,KC6,Refractive error,Abnormality of refraction,GCST010002,18:41582560,Sensory System
2074,KHSRPP1,KHSRPP1,N/a,rs116945318-<b>A</b>,8 x 10-6,,0.985,'-,0.055 dioptres decrease,[0.031-0.079],"H3P30, KHSRPP1",Refractive astigmatism,Astigmatism,GCST007160,9:21638724,Sensory System
667,LINC00382,LINC00382,N/a,rs9601285-<b>T</b>,4 x 10-9,,'-,'-,0.08 unit increase,[0.06-0.1],LINC00382,Spherical equivalent,refractive error measurement,GCST010378,13:79891482,Sensory System
2255,LINC00382,LINC00382,N/a,rs4052505-<b>?</b>,8 x 10-20,,'-,'-,'-,'-,"LINC01080, LINC00382",Refractive error,Abnormality of refraction,GCST010002,13:79938352,Sensory System
37,LINC00578,LINC00578,N/a,rs12632195-<b>?</b>,3 x 10-8,,NR,'-,5.565 z score increase,NR,LINC00578,Ebbinghaus illusion (underestimation),visual perception measurement,GCST011567,3:177497439,Sensory System
1732,LINC00578,LINC00578,N/a,rs7620503-<b>T</b>,1 x 10-8,,0.39,'-,0.06 unit decrease,[0.04-0.08],LINC00578,Corneal structure,corneal topography,GCST001806,3:177586510,Sensory System
1774,LINC00578,LINC00578,N/a,rs13079175-<b>?</b>,4 x 10-16,,NA,'-,1.97 unit increase,[1.5-2.44],LINC00578,Central corneal thickness,central corneal thickness,GCST90000654,3:177591745,Sensory System
1775,LINC00578,LINC00578,N/a,rs4857714-<b>T</b>,4 x 10-9,,0.4,'-,2.342 μm decrease,[1.56-3.12],LINC00578,Central corneal thickness,central corneal thickness,GCST009414,3:177592657,Sensory System
669,LINC02502,LINC02502,N/a,rs13143759-<b>A</b>,3 x 10-12,,'-,'-,0.08 unit increase,[0.06-0.1],"LINC02502, MAD2L1",Spherical equivalent,refractive error measurement,GCST010378,4:119987548,Sensory System
2257,LINC02502,LINC02502,N/a,rs12511880-<b>?</b>,5 x 10-18,,'-,'-,'-,'-,"MAD2L1, LINC02502",Refractive error,Abnormality of refraction,GCST010002,4:119980371,Sensory System
554,OR51B5,OR51B5,N/a,rs317787-<b>T</b>,5 x 10-17,(Cinnamon naming problem),0.322,0.75,'-,[0.70-0.80],"HBG2, OR51B5, HBE1",Odorant perception,sensory perception of smell,GCST011623,11:5504313,Sensory System
666,SLC16A1,SLC16A1,N/a,rs7542229-<b>C</b>,6 x 10-12,,'-,'-,0.1 unit increase,[0.08-0.12],SLC16A1,Spherical equivalent,refractive error measurement,GCST010378,1:112921127,Sensory System
1079,SLC16A1,SLC16A1,N/a,rs55992320-<b>?</b>,5 x 10-18,,NR,'-,0.6397 unit increase,[0.48-0.8],SLC16A1,Macular thickness,macula measurement,GCST006976,1:112950793,Sensory System
2254,SLC16A1,SLC16A1,N/a,rs4839270-<b>?</b>,8 x 10-20,,'-,'-,'-,'-,SLC16A1,Refractive error,Abnormality of refraction,GCST010002,1:112934698,Sensory System
919,SLC22A4,SLC22A4,N/a,rs1050152-<b>C</b>,1 x 10-8,,0.594,1.1363636,'-,[1.09-1.19],"SLC22A4, MIR3936HG",Nasal polyps,Nasal Cavity Polyp,GCST007443,5:132340627,Sensory System
39,SPTBN4,SPTBN4,N/a,rs45572933-<b>?</b>,1 x 10-9,,NR,'-,6.08 z score increase,NR,SPTBN4,Ebbinghaus illusion (underestimation),visual perception measurement,GCST011567,19:40467455,Sensory System
38,TCF19,TCF19,N/a,rs182661945-<b>?</b>,2 x 10-9,,NR,'-,5.977 z score increase,NR,TCF19,Ebbinghaus illusion (overestimation),visual perception measurement,GCST011568,6:31163668,Sensory System
846,TNIP1,TNIP1,N/a,rs999556-<b>?</b>,1 x 10-15,,0.2722,'-,'-,[NR],"TNIP1, ANXA6",Myopia (pathological),pathological myopia,GCST001712,5:151094113,Sensory System
2258,WDR86,WDR86,N/a,rs58287690-<b>?</b>,1 x 10-20,,'-,'-,'-,'-,"CRYGN, WDR86-AS1",Refractive error,Abnormality of refraction,GCST010002,7:151425613,Sensory System
2259,WDR86,WDR86-AS1,N/a,rs58287690-<b>?</b>,1 x 10-20,,'-,'-,'-,'-,"CRYGN, WDR86-AS1",Refractive error,Abnormality of refraction,GCST010002,7:151425613,Sensory System
2124,FCGR2A,FCGR2A,N/a,rs10800314-<b>?</b>,1 x 10-32,(subset analysis),NR,'-,'-,'-,FCGR2A,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",GCST005537,1:161502999,Skin
2128,FCGR2A,FCGR2A,N/a,rs61802846-<b>?</b>,1 x 10-9,(subset analysis),NR,'-,'-,'-,FCGR2A,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",GCST005537,1:161504083,Skin
739,GUCY1A1,GUCY1A1,N/a,rs12650590-<b>?</b>,4 x 10-8,,NR,2.41,'-,[1.78‐3.26],GUCY1A1,Psoriasis,psoriasis,GCST008096,4:155618869,Skin
977,KHSRPP1,KHSRPP1,N/a,rs141111252-<b>A</b>,7 x 10-8,,NR,1.3846581,'-,NR,"RN7SL151P, KHSRPP1",Melanoma,melanoma,GCST90011809,9:21698290,Skin
490,LINC00382,LINC00382,N/a,rs9601280-<b>T</b>,1 x 10-8,,0.795173,0.9697707,'-,NR,LINC00382,Youthful appearance (self-reported),skin aging measurement,GCST011011,13:79882817,Skin
727,NONOP2,NONOP2,N/a,rs13017599-<b>G</b>,6 x 10-7,,NR,1.193,'-,NR,NONOP2,Psoriatic arthritis,psoriatic arthritis,GCST003270,2:60937196,Skin
729,NONOP2,NONOP2,N/a,rs13017599-<b>?</b>,1 x 10-8,,NR,1.27,'-,[1.18-1.35],NONOP2,Psoriatic arthritis,psoriatic arthritis,GCST001355,2:60937196,Skin
