ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
888,HECW1,HECW1,Paternal,"rs17207421-<b>A</b>, rs11979957-<b>A</b>, rs2240983-<b>G</b>, rs12702043-<b>G</b>, rs1860755-<b>G</b>, rs17801421-<b>A</b>, rs2024269-<b>T</b>",8 x 10-15,,0.23,'-,'-,'-,HECW1; HECW1; HECW1; HECW1; HECW1; HECW1; HECW1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,7:43435480|7:43441841|7:43441038|7:43441857|7:43434275|7:43434488|7:43434218,Orthopaedic
2365,MIMT1,MIMT1,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>T</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",1 x 10-16,,0.001,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Orthopaedic
2366,MIMT1,MIMT1,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>C</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",4 x 10-9,,0.188,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Orthopaedic
2533,PEG3,PEG3,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>T</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",1 x 10-16,,0.001,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Orthopaedic
2534,PEG3,PEG3,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>C</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",4 x 10-9,,0.188,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Orthopaedic
3220,ZIM2,ZIM2,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>T</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",1 x 10-16,,0.001,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Orthopaedic
3221,ZIM2,ZIM2,Paternal,"rs8113561-<b>G</b>, rs382592-<b>C</b>, rs10408898-<b>G</b>, rs10401139-<b>C</b>, rs2870477-<b>G</b>, rs1860565-<b>G</b>, rs11881055-<b>A</b>, rs2159551-<b>C</b>, rs8102497-<b>A</b>",4 x 10-9,,0.188,'-,'-,'-,MIMT1 - AC044792.1; MIMT1; MIMT1 - AC044792.1; AC006115.2; ZIM2; PEG3; ZIM2; PEG3; ZIM2; MIMT1 - AC044792.1; PEG3; ZIM2; MIMT1 - AC044792.1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,19:56866899|19:56848432|19:56868336|19:56808849|19:56833545|19:56823654|19:56863695|19:56833599|19:56858687,Orthopaedic
174,DLGAP2,DLGAP2,Paternal,rs28367414-<b>?</b>,3 x 10-6,,'-,'-,'-,'-,DLGAP2,Clostridium difficile infection in multiple myeloma,"clostridium difficile infection, multiple myeloma",GCST005686,8:1470728,Orthopaedic
176,DLGAP2,DLGAP2,Paternal,rs4976875-<b>G</b>,6 x 10-6,,0.723421,1.07678,'-,[1.04381-1.11078],DLGAP2,Osteoarthritis (self-reported),osteoarthritis,GCST005811,8:1242438,Orthopaedic
314,DNMT1,DNMT1,Paternal,rs10409243-<b>C</b>,2 x 10-8,,0.4,'-,5.59 z-score increase,'-,"S1PR2, DNMT1",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,19:10222312,Orthopaedic
347,DSCAM,DSCAM,Paternal,rs191124187-<b>C</b>,3 x 10-6,,0.01,10.71,'-,[3.95-29.03],DSCAM,Hallux valgus,Hallux valguso,GCST009846,21:40531924,Orthopaedic
374,ERAP2,ERAP2,Paternal,rs2910686-<b>?</b>,2 x 10-21,(subset analysis),NR,'-,'-,'-,"AC009126.1, ERAP2","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",GCST005537,5:96916885,Orthopaedic
376,ERAP2,ERAP2,Paternal,rs4869314-<b>G</b>,3 x 10-9,,NR,1.14,'-,[1.09-1.19],"AC009126.1, ERAP2",Arthritis (juvenile idiopathic),juvenile idiopathic arthritis,GCST90010715,5:96893521,Orthopaedic
377,ERAP2,ERAP2,Paternal,rs2910686-<b>C</b>,5 x 10-17,"(conditioned on rs30187, EA)",0.44,1.17,'-,'-,"AC009126.1, ERAP2",Ankylosing spondylitis,ankylosing spondylitis,GCST005529,5:96916885,Orthopaedic
624,GLIS3,GLIS3,Paternal,rs12344176-<b>T</b>,3 x 10-6,,0.78,'-,0.225 unit decrease,[0.13-0.32],GLIS3,Osteolysis in total hip arthroplasty (time to prosthesis revision),"periprosthetic osteolysis, total hip arthroplasty, disease progression measurement",GCST007550,9:3940862,Orthopaedic
625,GLIS3,GLIS3,Paternal,rs10116772-<b>C</b>,4 x 10-8,,0.6,1.03,'-,[1.02-1.04],GLIS3,Osteoarthritis of the hip or knee (with total joint replacement),"osteoarthritis, hip, osteoarthritis, knee",GCST005571,9:4290541,Orthopaedic
626,GLIS3,GLIS3,Paternal,rs10116772-<b>C</b>,3 x 10-8,,0.6002,1.03,'-,[1.02-1.04],GLIS3,Osteoarthritis of the hip or knee,"osteoarthritis, hip, osteoarthritis, knee",GCST005573,9:4290541,Orthopaedic
627,GLIS3,GLIS3,Paternal,rs10974438-<b>A</b>,1 x 10-8,,0.65,1.03,'-,[1.02-1.05],GLIS3,Osteoarthritis,osteoarthritis,GCST007093,9:4291928,Orthopaedic
628,GLIS3,GLIS3,Paternal,rs10758594-<b>G</b>,2 x 10-8,,0.58,1.04,'-,[1.03-1.06],GLIS3,Osteoarthritis of the hip or knee,"osteoarthritis, hip, osteoarthritis, knee",GCST007092,9:4295583,Orthopaedic
774,DIRAS3,GNG12-AS1,Paternal,rs17130567-<b>G</b>,2 x 10-9,,0.254436,'-,0.10955559 unit decrease,[0.074-0.146],"WLS, GNG12-AS1",Medication use (drugs affecting bone structure and mineralization),Drugs affecting bone structure and mineralization use measurement,GCST007935,1:68198164,Orthopaedic
889,HECW1,HECW1,Paternal,rs7810100-<b>T</b>,6 x 10-7,,0.183686,1.08533,'-,[1.04798-1.124],HECW1,Osteoarthritis (self-reported),osteoarthritis,GCST005811,7:43176015,Orthopaedic
2266,MAGEL2,MAGEL2,Paternal,rs11161318-<b>?</b>,2 x 10-29,,NR,'-,'-,'-,"MAGEL2, MKRN3",Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,15:23643119,Orthopaedic
2371,MKRN3,MKRN3,Paternal,rs11161318-<b>?</b>,2 x 10-29,,NR,'-,'-,'-,"MAGEL2, MKRN3",Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,15:23643119,Orthopaedic
2659,RHOBTB3,RHOBTB3,Paternal,rs8751-<b>?</b>,1 x 10-10,,NR,'-,'-,'-,"RHOBTB3, GLRX",Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,5:95814112,Orthopaedic
3837,FAM50B,FAM50B,Paternal,rs9503803-<b>?</b>,2 x 10-28,,NR,'-,'-,'-,"TDGF1P4, FAM50B",Adolescent idiopathic scoliosis,adolescent idiopathic scoliosis,GCST006287,6:3915216,Orthopaedic
175,DLGAP2,DLGAP2,Paternal,rs2404618-<b>T</b>,7 x 10-6,,0.465822007,1.0544931,'-,[1.030451547-1.07909551],DLGAP2,Lung cancer,lung carcinoma,GCST004748,8:1514102,Respiratory
183,DLGAP2,DLGAP2,Paternal,rs182302106-<b>G</b>,2 x 10-6,(AA),0.999,'-,0.45 unit increase,'-,DLGAP2,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,8:1507009,Respiratory
345,DSCAM,DSCAM,Paternal,rs9981861-<b>G</b>,4 x 10-6,,NR,1.33,'-,[0.82-2.15],DSCAM,Non-small cell lung cancer (survival),non-small cell lung carcinoma,GCST000871,21:40043117,Respiratory
464,GLI3,GLI3,Paternal,rs10233459-<b>G</b>,4 x 10-6,(African),0.05,1.57,'-,[1.30‐1.91],GLI3,Asthma,asthma,GCST005212,7:42001387,Respiratory
509,GLI3,GLI3,Paternal,rs6956494-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,"GLI3, LINC01448",Lung function (FVC),vital capacity,GCST007081,7:42248153,Respiratory
623,GLIS3,GLIS3,Paternal,rs10974465-<b>T</b>,6 x 10-6,,0.161054917,1.122095,'-,[1.067564608-1.179410829],GLIS3,Squamous cell lung carcinoma,squamous cell lung carcinoma,GCST004750,9:4326243,Respiratory
629,GLIS3,GLIS3,Paternal,rs183726757-<b>T</b>,5 x 10-6,(AA),1,'-,2.616 unit increase,NR,"RFX3-AS1, GLIS3",Post bronchodilator FEV1,"forced expiratory volume, response to bronchodilator",GCST003262,9:3795100,Respiratory
654,GLIS3,GLIS3,Paternal,rs1570203-<b>A</b>,5 x 10-6,,0.5296,'-,0.0108 unit increase,[0.0061-0.0155],GLIS3,Lung function (FVC),vital capacity,GCST007429,9:4120648,Respiratory
655,GLIS3,GLIS3,Paternal,rs1570203-<b>A</b>,6 x 10-20,,0.5296,'-,0.0214 unit increase,[0.017-0.026],GLIS3,FEV1,forced expiratory volume,GCST007432,9:4120648,Respiratory
656,GLIS3,GLIS3,Paternal,rs1570203-<b>A</b>,4 x 10-18,,0.5296,'-,0.0221 unit increase,[0.017-0.027],GLIS3,Peak expiratory flow,peak expiratory flow,GCST007430,9:4120648,Respiratory
657,GLIS3,GLIS3,Paternal,rs1570203-<b>A</b>,6 x 10-25,,0.5296,'-,0.0246 unit increase,[0.02-0.029],GLIS3,Lung function (FEV1/FVC),FEV/FEC ratio,GCST007431,9:4120648,Respiratory
658,GLIS3,GLIS3,Paternal,rs4740752-<b>G</b>,6 x 10-6,,0.36,1.08,'-,[1.04-1.12],GLIS3,Chronic obstructive pulmonary disease x ever smoker interaction (main effect),chronic obstructive pulmonary disease,GCST90016586,9:4123044,Respiratory
659,GLIS3,GLIS3,Paternal,rs4740752-<b>G</b>,9 x 10-6,,0.36,1.07,'-,[1.04-1.1],GLIS3,Chronic obstructive pulmonary disease in ever smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016588,9:4123044,Respiratory
660,GLIS3,GLIS3,Paternal,rs4740752-<b>G</b>,7 x 10-6,,0.36,1.08,'-,[1.04-1.12],GLIS3,Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,9:4123044,Respiratory
661,GLIS3,GLIS3,Paternal,rs4740752-<b>G</b>,2 x 10-9,,0.36,'-,'-,[NR],GLIS3,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,9:4123044,Respiratory
662,GLIS3,GLIS3,Paternal,rs4741893-<b>?</b>,6 x 10-11,,NR,'-,'-,'-,GLIS3,Lung function (FVC),vital capacity,GCST007081,9:4123284,Respiratory
663,GLIS3,GLIS3,Paternal,rs7872188-<b>T</b>,2 x 10-10,,0.4017,'-,0.026 unit decrease,[0.018-0.034],GLIS3,Lung function (FEV1),forced expiratory volume,GCST004183,9:4124377,Respiratory
664,GLIS3,GLIS3,Paternal,rs10114763-<b>T</b>,9 x 10-13,,0.42,1.07,'-,[1.05-1.09],GLIS3,Chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,GCST007692,9:4143749,Respiratory
665,GLIS3,GLIS3,Paternal,rs10114763-<b>T</b>,4 x 10-10,,0.42,1.08,'-,[1.05-1.11],GLIS3,Chronic obstructive pulmonary disease in non-current smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016594,9:4143749,Respiratory
666,GLIS3,GLIS3,Paternal,rs10114763-<b>T</b>,6 x 10-10,,0.42,'-,'-,[NR],GLIS3,Chronic obstructive pulmonary disease x current smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016590,9:4143749,Respiratory
667,GLIS3,GLIS3,Paternal,rs10114763-<b>T</b>,4 x 10-10,,0.42,1.08,'-,[1.05-1.11],GLIS3,Chronic obstructive pulmonary disease x current smoker interaction (main effect),chronic obstructive pulmonary disease,GCST90016591,9:4143749,Respiratory
668,GLIS3,GLIS3,Paternal,rs10974345-<b>?</b>,5 x 10-33,,NR,'-,'-,'-,GLIS3,Lung function (FEV1/FVC),FEV/FEC ratio,GCST007080,9:4144203,Respiratory
890,HECW1,HECW1,Paternal,rs9648078-<b>A</b>,6 x 10-8,,0.056,'-,0.2747 unit increase,[0.18-0.37],HECW1,"Obstructive sleep apnea trait (apnea hypopnea index, change over time)",sleep apnea measurement,GCST009461,7:43280814,Respiratory
891,HECW1,HECW1,Paternal,rs4509217-<b>A</b>,1 x 10-6,,0.068,'-,0.2493 unit increase,[0.15-0.35],HECW1,"Obstructive sleep apnea trait (apnea hypopnea index, change over time)",sleep apnea measurement,GCST009461,7:43321409,Respiratory
2202,LIN28B,LIN28B,Paternal,rs370771-<b>?</b>,3 x 10-17,,NR,'-,'-,'-,LIN28B,Lung function (FVC),vital capacity,GCST007081,6:104950211,Respiratory
2540,PLAGL1,PLAGL1,Paternal,rs6900923-<b>C</b>,4 x 10-6,,NR,'-,'-,'-,PLAGL1,Asthma (adult onset),adult onset asthma,GCST009842,6:143977063,Respiratory
2561,PLAGL1,PLAGL1,Paternal,rs150612539-<b>C</b>,2 x 10-6,(AA),1,'-,0.441 unit increase,'-,PLAGL1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,6:143952786,Respiratory
2562,PLAGL1,PLAGL1,Paternal,rs150029151-<b>A</b>,2 x 10-6,(AA),1,'-,0.432 unit increase,'-,PLAGL1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,6:144025056,Respiratory
2563,PLAGL1,PLAGL1,Paternal,rs192748541-<b>A</b>,1 x 10-6,(AA),1,'-,0.434 unit increase,'-,PLAGL1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,6:144052556,Respiratory
2564,PLAGL1,PLAGL1,Paternal,rs6900923-<b>C</b>,5 x 10-10,,NR,'-,'-,'-,PLAGL1,Adult onset asthma and/or BMI,"adult onset asthma, body mass index",GCST009868,6:143977063,Respiratory
2877,SNRPN,SNRPN,Paternal,rs3867498-<b>?</b>,1 x 10-6,(FEV1slope),NR,'-,'-,'-,"AC090983.2, SNRPN",Pulmonary function,pulmonary function measurement,GCST000106,15:24833640,Respiratory
2878,SNRPN,SNRPN,Paternal,rs72693656-<b>T</b>,8 x 10-6,,0.48,'-,'-,'-,"SNRPN, AC090983.2",Non-tuberculous mycobacterial pulmonary disease,pulmonary non-tuberculous mycobacterial infection,GCST010983,15:24861407,Respiratory
2882,ST8SIA1,ST8SIA1,Paternal,rs184061709-<b>G</b>,3 x 10-6,(AA),1,'-,0.38 unit increase,'-,ST8SIA1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,12:22309344,Respiratory
2883,ST8SIA1,ST8SIA1,Paternal,rs182272664-<b>A</b>,2 x 10-6,(AA),0.999,'-,0.383 unit increase,'-,ST8SIA1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,12:22312006,Respiratory
3065,WT1,WT1,Paternal,rs11031736-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,"THEM7P, WT1",Lung function (FVC),vital capacity,GCST007081,11:32350208,Respiratory
3211,ZIM2,ZIM2,Paternal,rs10404342-<b>?</b>,8 x 10-6,,'-,'-,'-,'-,"ZNF71, ZIM2-AS1",IgE levels in asthmatics,"serum IgE measurement, asthma",GCST002122,19:56620870,Respiratory
3226,ZIM2,ZIM2-AS1,Paternal,rs10404342-<b>?</b>,8 x 10-6,,'-,'-,'-,'-,"ZNF71, ZIM2-AS1",IgE levels in asthmatics,"serum IgE measurement, asthma",GCST002122,19:56620870,Respiratory
3836,FAM50B,FAM50B,Paternal,rs187885921-<b>C</b>,4 x 10-6,(AA),0.999,'-,0.366 unit increase,'-,"TDGF1P4, FAM50B",Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,6:3894081,Respiratory
3840,FAM50B,FAM50B,Paternal,rs187885921-<b>C</b>,5 x 10-6,(AA),0.999,'-,1.821 unit increase,NR,"TDGF1P4, FAM50B",Post bronchodilator FEV1,"forced expiratory volume, response to bronchodilator",GCST003262,6:3894081,Respiratory
196,DLGAP2,DLGAP2,Paternal,rs12547340-<b>G</b>,4 x 10-6,,0.79,'-,0.016 dioptres increase,[0.0082-0.0238],DLGAP2,Refractive astigmatism,Astigmatism,GCST007160,8:1199028,Sensory System
261,DLK1,DLK1,Paternal,rs4905998-<b>?</b>,3 x 10-10,,'-,'-,'-,'-,"DLK1, AL132711.1",Refractive error,Abnormality of refraction,GCST010002,14:100715444,Sensory System
260,DLK1,DLK1,Paternal,rs200197449-<b>?</b>,2 x 10-6,"(AA, adjusted for duration of diabetes and glycemic control)",NR,1.44,'-,[NR],"AL132711.1, DLK1",Proliferative diabetic retinopathy (vs no DR),proliferative diabetic retinopathy,GCST007291,14:100689809,Sensory System
339,DSCAM,DSCAM,Paternal,rs2249498-<b>?</b>,5 x 10-7,,'-,'-,'-,'-,DSCAM,Foot plantar flexion strength in Charcot-Marie-Tooth disease 1A,"Charcot-Marie-Tooth disease type 1A, foot muscle strength measurement",GCST008539,21:40059947,Sensory System
353,DSCAM,DSCAM,Paternal,rs7277023-<b>?</b>,5 x 10-8,,'-,'-,'-,'-,DSCAM,Refractive error,Abnormality of refraction,GCST010002,21:40543432,Sensory System
510,GLI3,GLI3,Paternal,rs7710527-<b>?</b> x rs10278194-<b>?</b>,6 x 10-9,,NR,'-,'-,'-,"FER, AC116428.1 x GLI3 - LINC01448",Age-related hearing impairment (SNP x SNP interaction),age-related hearing impairment,GCST002487,5:109166792|7:42324206,Sensory System
511,GLI3,GLI3,Paternal,rs7793034-<b>?</b>,1 x 10-10,,'-,'-,'-,'-,GLI3,Refractive error,Abnormality of refraction,GCST010002,7:42075917,Sensory System
669,GLIS3,GLIS3,Paternal,rs7047871-<b>T</b>,1 x 10-17,,0.69,'-,8.54 z score decrease,NR,GLIS3,Intraocular pressure,intraocular pressure measurement,GCST007998,9:4050113,Sensory System
670,GLIS3,GLIS3,Paternal,rs7048915-<b>?</b>,4 x 10-9,,'-,'-,'-,'-,GLIS3,Refractive error,Abnormality of refraction,GCST010002,9:4206388,Sensory System
671,GLIS3,GLIS3,Paternal,rs7026684-<b>A</b>,2 x 10-9,,0.37,'-,1.94 unit decrease,[1.31-2.57],GLIS3,Central corneal thickness,central corneal thickness,GCST005667,9:4215308,Sensory System
672,GLIS3,GLIS3,Paternal,rs7026684-<b>?</b>,4 x 10-14,,NA,'-,1.85 unit increase,[1.38-2.32],GLIS3,Central corneal thickness,central corneal thickness,GCST90000654,9:4215308,Sensory System
673,GLIS3,GLIS3,Paternal,rs1570204-<b>?</b>,3 x 10-8,,NR,'-,0.0741 unit decrease,[0.048-0.1],GLIS3,Intraocular pressure,intraocular pressure measurement,GCST006394,9:4216751,Sensory System
674,GLIS3,GLIS3,Paternal,rs1570204-<b>T</b>,7 x 10-31,,0.6521,'-,0.168 unit decrease,[0.14-0.2],GLIS3,Intraocular pressure,intraocular pressure measurement,GCST005580,9:4216751,Sensory System
675,GLIS3,GLIS3,Paternal,rs736893-<b>G</b>,1 x 10-14,,'-,1.18,'-,[NR],GLIS3,Glaucoma (primary angle closure),primary angle closure glaucoma,GCST003467,9:4217028,Sensory System
676,GLIS3,GLIS3,Paternal,rs736893-<b>G</b>,1 x 10-11,(Asian),'-,1.17,'-,[NR],GLIS3,Glaucoma (primary angle closure),primary angle closure glaucoma,GCST003467,9:4217028,Sensory System
677,GLIS3,GLIS3,Paternal,rs6476827-<b>C</b>,1 x 10-10,,0.66,'-,0.086 unit decrease,[0.061-0.111],GLIS3,Intraocular pressure,intraocular pressure measurement,GCST006412,9:4220832,Sensory System
678,GLIS3,GLIS3,Paternal,rs6476827-<b>C</b>,5 x 10-33,,0.6617,'-,0.174 unit decrease,[0.14-0.2],GLIS3,Intraocular pressure,intraocular pressure measurement,GCST005580,9:4220832,Sensory System
679,GLIS3,GLIS3,Paternal,rs2224492-<b>?</b>,4 x 10-16,,NR,'-,0.11 unit decrease,[NR],GLIS3,Intraocular pressure,intraocular pressure measurement,GCST005170,9:4237546,Sensory System
1255,IGF2,IGF2,Paternal,rs7948458-<b>A</b>,2 x 10-36,,0.19,'-,0.016 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012795,11:2151600,Sensory System
1256,IGF2,IGF2,Paternal,rs7948458-<b>A</b>,5 x 10-10,,NR,'-,0.0153 mm decrease,[0.011-0.02],INS-IGF2,Corneal curvature,corneal topography,GCST90012799,11:2151600,Sensory System
1299,IGF2,IGF2,Paternal,rs7948458-<b>A</b>,5 x 10-6,,0.51,'-,0.015 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012797,11:2151600,Sensory System
1300,IGF2,IGF2,Paternal,rs7948458-<b>A</b>,1 x 10-5,,0.2,'-,0.014 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012796,11:2151600,Sensory System
1334,IGF2,INS-IGF2,Paternal,rs7948458-<b>A</b>,2 x 10-36,,0.19,'-,0.016 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012795,11:2151600,Sensory System
1335,IGF2,INS-IGF2,Paternal,rs7948458-<b>A</b>,5 x 10-10,,NR,'-,0.0153 mm decrease,[0.011-0.02],INS-IGF2,Corneal curvature,corneal topography,GCST90012799,11:2151600,Sensory System
1375,IGF2,INS-IGF2,Paternal,rs7948458-<b>A</b>,5 x 10-6,,0.51,'-,0.015 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012797,11:2151600,Sensory System
1376,IGF2,INS-IGF2,Paternal,rs7948458-<b>A</b>,1 x 10-5,,0.2,'-,0.014 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012796,11:2151600,Sensory System
1409,INS,INS,Paternal,rs7948458-<b>A</b>,2 x 10-36,,0.19,'-,0.016 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012795,11:2151600,Sensory System
1410,INS,INS,Paternal,rs7948458-<b>A</b>,5 x 10-10,,NR,'-,0.0153 mm decrease,[0.011-0.02],INS-IGF2,Corneal curvature,corneal topography,GCST90012799,11:2151600,Sensory System
1446,INS,INS,Paternal,rs7948458-<b>A</b>,5 x 10-6,,0.51,'-,0.015 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012797,11:2151600,Sensory System
1447,INS,INS,Paternal,rs7948458-<b>A</b>,1 x 10-5,,0.2,'-,0.014 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012796,11:2151600,Sensory System
1465,INS,INS-IGF2,Paternal,rs7948458-<b>A</b>,2 x 10-36,,0.19,'-,0.016 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012795,11:2151600,Sensory System
1466,INS,INS-IGF2,Paternal,rs7948458-<b>A</b>,5 x 10-10,,NR,'-,0.0153 mm decrease,[0.011-0.02],INS-IGF2,Corneal curvature,corneal topography,GCST90012799,11:2151600,Sensory System
1506,INS,INS-IGF2,Paternal,rs7948458-<b>A</b>,5 x 10-6,,0.51,'-,0.015 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012797,11:2151600,Sensory System
1507,INS,INS-IGF2,Paternal,rs7948458-<b>A</b>,1 x 10-5,,0.2,'-,0.014 mm decrease,'-,INS-IGF2,Corneal curvature,corneal topography,GCST90012796,11:2151600,Sensory System
2203,LIN28B,LIN28B,Paternal,rs314263-<b>C</b>,8 x 10-9,,0.3224,'-,0.081 unit increase,[0.052-0.11],LIN28B,Intraocular pressure,intraocular pressure measurement,GCST005580,6:104944870,Sensory System
2204,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,5 x 10-9,,0.3244,'-,0.0828 unit increase,[0.053-0.112],LIN28B-AS1,Intraocular pressure,intraocular pressure measurement,GCST005580,6:104931079,Sensory System
2205,LIN28B,LIN28B,Paternal,rs111307712-<b>?</b>,4 x 10-9,,NR,'-,0.1168 unit decrease,[0.078-0.156],LIN28B-AS1,Intraocular pressure,intraocular pressure measurement,GCST006394,6:104931801,Sensory System
2263,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>C</b>,5 x 10-9,,0.3244,'-,0.0828 unit increase,[0.053-0.112],LIN28B-AS1,Intraocular pressure,intraocular pressure measurement,GCST005580,6:104931079,Sensory System
2264,LIN28B,LIN28B-AS1,Paternal,rs111307712-<b>?</b>,4 x 10-9,,NR,'-,0.1168 unit decrease,[0.078-0.156],LIN28B-AS1,Intraocular pressure,intraocular pressure measurement,GCST006394,6:104931801,Sensory System
